,geo,tweet,user_handle,location,cleaned_tweets
363,,"RT @CGTNEurope: To stop the spread of #COVID19, we are all washing our hands more, but are we doing it right? This video shows you where yo…",ClinicalSkills1,"New Delhi , India", to stop the spread of covid we are all washing our hands more but are we doing it right this video shows you where yo
364,,RT @RealMattCouch: The Washington County Sheriff is now in Self Quarantine after his son's presumptive positive COVID-19 Test in Fayettevil…,MCoventry6,, the washington county sheriff is now in self quarantine after his son s presumptive positive covid test in fayettevil
365,,RT @francesleach_: Cuban doctors arriving into Italy to support the fight against Covid-19. Throughout most pandemics of the 21st century C…,iamnanne,Tweetsville, cuban doctors arriving into italy to suppo the fight against covid throughout most pandemics of the st century c
366,,"RT @raymahl: The world will never be the same after we recover from COVID-19. 

Every time the government said they couldn't find money for…",indie__x,South London , the world will never be the same after we recover from covid every time the government said they couldn t find money for
367,,RT @GautengHealth: Latest confirmed cases of COVID-19 in South Africa. Gauteng has 132 cases. https://t.co/clnCXUNsLL,aya_jokazi,JHB_Mthatha EC, latest confirmed cases of covid in south africa gauteng has cases
368,,"RT @KagutaMuseveni: In light of confirmation of a COVID-19 case in Uganda, I will today, at 4pm, address the country on what further steps…",SheLovesArtemis,Worldwide, in light of confirmation of a covid case in uganda i will today at pm address the country on what fuher steps
369,,RT @MariaBartiromo: Johnson &amp; Johnson looking to start human trials for COVID-19 vaccine in November https://t.co/gFnqJBgkm2  @SundayFuture…,realSandySueWho,United States 🇺🇸 I stand with Trump!, johnson johnson looking to sta human trials for covid vaccine in november
370,,My RA noticed how different data visualizations have been used in the media to communicate information about COVID-… https://t.co/p8uw3dWtcJ,annabartel_,,my ra noticed how different data visualizations have been used in the media to communicate information about covid
371,,RT @arvindgunasekar: Pune has recorded maximum #Corona positive cases in the country with 26 cases followed by Mumbai with 20 cases as of M…,psychedelhic,"New Delhi, India", pune has recorded maximum corona positive cases in the country with cases followed by mumbai with cases as of m
372,,This is not enough. Stay home only if you feel sick? People are carrying Covid-19 around and showing no symptoms at all.,poodlediva,,this is not enough stay home only if you feel sick people are carrying covid around and showing no symptoms at all
373,,"RT @dustin_SFA: My wife and I pastor a church in Sheridan, Arkansas. We have struggled to have children, but today my wife is 13 weeks. We…",edenlei,"Honolulu, HI", sfa my wife and i pastor a church in sheridan arkansas we have struggled to have children but today my wife is weeks we
374,,"RT @raymahl: The world will never be the same after we recover from COVID-19. 

Every time the government said they couldn't find money for…",cyndimarie_x,"East Hartford, CT", the world will never be the same after we recover from covid every time the government said they couldn t find money for
375,,RT @abc13houston: Kroger giving one-time bonuses to employees during COVID-19 outbreak https://t.co/R2kD5H1Xw2 https://t.co/qpZ4ZkBRnH,SweetToonces,H-Town...all day errrrday. , kroger giving one time bonuses to employees during covid outbreak
376,,RT @andrewrsorkin: Please pray for my pal ⁦@DavidLat⁩. He is only 44 years old. He is a brilliant mind and a kind soul. All of us are pulli…,no_god_gal,United States, please pray for my pal he is only years old he is a brilliant mind and a kind soul all of us are pulli
377,,"RT @ResistAmerica: Rand Paul has rested positive for Covid-19. 

Karma is a bitch.",wible1,"Wales, United Kingdom", rand paul has rested positive for covid karma is a bitch
378,,RT @seattletimes: Kentucky Sen. Rand Paul says he has tested positive for COVID-19. The Republican is the first member of the Senate to rep…,libertastic,"Seattle, WA", kentucky sen rand paul says he has tested positive for covid the republican is the first member of the senate to rep
379,,"RT @AugieNash: I'm at Sam's Club

Older couple in 70's checking out

Cashier asks if they found everything they needed

Lady said no - need…",chaptwo,"Toronto, Tokyo, on a flight ", i m at sam s club older couple in s checking out cashier asks if they found everything they needed lady said no need
380,,"RT @wahid_habib: An 87-year-old COVID-19 patient and his doctor, Liu Kai, watch the sunset on their way back from a CT scan on Thursday at…",hezzaezzickry,Malaysia, habib an year old covid patient and his doctor liu kai watch the sunset on their way back from a ct scan on thursday at
381,,RT @AskAnshul: A man who is suspected of Covid-19 virus after returning from London said that many students took paracetamol before landing…,kullu_sharma,India, a man who is suspected of covid virus after returning from london said that many students took paracetamol before landing
382,,"RT @Nelba_MG: If the numbers are accurate, many of us will know someone whose life has been altered by the loss of a loved one from Covid-1…",Ahuman_beeing,"Austin, TX", mg if the numbers are accurate many of us will know someone whose life has been altered by the loss of a loved one from covid
383,,RT @wiiissssss: Petition to start a fund to pay for therapy to whoever wrote the COVID-19 and Sex doc. Thank you LEGEND https://t.co/Np8kxB…,decraziness_,, petition to sta a fund to pay for therapy to whoever wrote the covid and sex doc thank you legend
384,,"@IrishTimes The NYT, Wapo, and WSJ have taken down their firewalls for articles on Covid-19. Seems like a good idea… https://t.co/zHdxrM9C40",jckennedy1,"Dingle, Ireland and Santa Fe",the nyt wapo and wsj have taken down their firewalls for aicles on covid seems like a good idea
385,,"RT @News24: JUST IN: South Africa has 274 confirmed cases of coronavirus | #CoronavirusinSA #Covid19InSA

https://t.co/iJ9sMt4Zot https://t…",Thulisiile,🇿🇦, just in south africa has confirmed cases of coronavirus coronavirusinsa covid insa
386,,@vincentochola @nderi_j The governor has not shared nationalization by acquisitin but as per DPA. Government become… https://t.co/FRtHOTaCzn,MattOduor,"Nairobi, Kenya",j the governor has not shared nationalization by acquisitin but as per dpa government become
387,,RT @BillKristol: “I don’t think Trump can propaganda his way out of letting COVID-19 wipe out our parents’ savings and make our grandparent…,feleese,United States, i don t think trump can propaganda his way out of letting covid wipe out our parents savings and make our grandparent
388,,RT @djtrizzytrip: Mayor Ras J. Baraka Announces New Restrictions in Three Areas Aimed to Stop Spread of Coronavirus (COVID-19) https://t.co…,DjsandMuzik,Tri-State, mayor ras j baraka announces new restrictions in three areas aimed to stop spread of coronavirus covid
389,,"@MSNBC COVID-19, do your thing with @RandPaul!!!",pete0123,,covid do your thing with
390,,"RT @TomJChicago: The Covid-19 fight cannot be won unless Trump is removed:
-His lies poison his base to keep their guard down
-Pumping a ma…",thenicedonald1,"Oregon, USA", the covid fight cannot be won unless trump is removed his lies poison his base to keep their guard down pumping a ma
391,,RT @hrmoroz: For the average American the best way to tell if you have covid-19 is to cough in a rich person’s face and wait for their test…,hugo_boffin,"Kempten (Allgäu), Deutschland", for the average american the best way to tell if you have covid is to cough in a rich person s face and wait for their test
392,,RT @sash041075: Virus deadlier than #corona is human #stupidity .... it’s dormant in every human being and just needs a bell or a clap to w…,KarthikRobben,"Tamil Nadu, India", virus deadlier than corona is human stupidity it s dormant in every human being and just needs a bell or a clap to w
393,,"RT @raymahl: The world will never be the same after we recover from COVID-19. 

Every time the government said they couldn't find money for…",scarlet_ojeda,pineapple under the sea, the world will never be the same after we recover from covid every time the government said they couldn t find money for
394,,RT @BillNeelyNBC: In one small corner of Europe chefs are doing their bit to save lives &amp; improve lives. They’re preparing free meals for t…,kenm77,"Shrewsbury, MA  USA", in one small corner of europe chefs are doing their bit to save lives improve lives they re preparing free meals for t
395,,"RT @DHSCgovuk: UPDATE on coronavirus (#COVID19) testing in the UK:

As of 9am on 22 March, a total of 78,340 have been tested: 

72,657 neg…",bluebee_blue,"Bangkok, Thailand", update on coronavirus covid testing in the uk as of am on march a total of have been tested neg
