geo,tweet,user_handle,location,cleaned_tweets
,RT @State_SCA: We salute all the brave medical workers across South and Central Asia who are risking their lives to help the sick and keep…,AbrarAhsanK,"Lahore,Pakistan", sca we salute all the brave medical workers across south and central asia who are risking their lives to help the sick and keep
,"RT @rwang0: MyPOV: News Analysis - Tech Vendors Takes On #Coronavirus https://t.co/nTq7xNQFUb

#covid19 #SARS_COV_2 #bigtech @ibm @servicen…",NeilCattermull,"London, England", mypov news analysis tech vendors takes on coronavirus covid sars cov bigtech
,"RT @globaltimesnews: ""The fury of the virus illustrates the folly of the war!"" @UN Secretary-General @antonioguterres proposes an immediate…",samrat13431047,"Girgaon, Mumbai", the fury of the virus illustrates the folly of the war secretary general proposes an immediate
,"RT @rthk_enews: Chief Executive Carrie Lam says bars in #HongKong can ""do something else"" when they are banned from serving alcohol due to…",HKCConion,, enews chief executive carrie lam says bars in hongkong can do something else when they are banned from serving alcohol due to
,RT @MemphoNewsLady: FYI: 30% of those tested for #COVID19 in South Korea reported losing their sense of smell.,izzulss,, fyi of those tested for covid in south korea repoed losing their sense of smell
,"RT @DDNewslive: He came back home to applause and gratitude,
Let him return to lesser #COVID19 patients.

#StayHome and #WashYourHands  
#c…",ArunudoyB,Sylheti Hindu in Delhi, he came back home to applause and gratitude let him return to lesser covid patients stayhome and washyourhands c
,"RT @Craig_A_Spencer: Thank you everyone for your incredible messages of support and encouragement.♥️

Many of you asked what it was like in…",Nighthawk1029,"Eugene, Oregon", a spencer thank you everyone for your incredible messages of suppo and encouragement many of you asked what it was like in
,RT @martinmacmahon: Maintain a two metre distance. Unless you live in the same household. Or work in BC’s construction industry. Concerned…,WaynesPlanet,, maintain a two metre distance unless you live in the same household or work in bc s construction industry concerned
,"RT @vijayanpinarayi: Explaining #COVID19 To Children 

It's important children understand the risks. But don't instill fear. 

🚸 Ensure the…",Ra_shmi_Tweets,Where we built a women's wall, explaining covid to children it s impoant children understand the risks but don t instill fear ensure the
,"RT @DDNational: PLEASE RETWEET -
Valuable information on #COVID19 in sign language. 
#IndiaFightsCorona #CoronaVirus #COVID2019 #COVID19 #c…",iamgschauhan,"Pune, India", please retweet valuable information on covid in sign language indiafightscorona coronavirus covid covid c
,"RT @THAndhra: Social distancing goes for a toss as thousands throng this makeshift Rythu Bazaar in the cricket ground of IGMC Stadium,Vijay…",y2kdsk,, social distancing goes for a toss as thousands throng this makeshift rythu bazaar in the cricket ground of igmc stadium vijay
,"#StayAtHomeSaveLives #CoronavirusLockdown #Corona #TuesdayThoughts #Hantavirus 
Does face mask use to protect from… https://t.co/ScvZDd5Oqq",SafeGuardEnvir1,"Lucknow,Uttar Pradesh",stayathomesavelives coronaviruslockdown corona tuesdaythoughts hantavirus does face mask use to protect from
,"RT @ANI: #WATCH An airline staff appeals to all not to spread rumours and instead educate yourself &amp; others about #COVID19, after she gets…",iamsimpreet,"Chandigarh, India", watch an airline staff appeals to all not to spread rumours and instead educate yourself others about covid after she gets
,RT @ArchiDame: Day 5 - for @McCrea_FRICS the Royal Courts of Justice interior. Hopefully something to lighten up your day in the midst of f…,HodgeDevelopLtd,London, day for frics the royal cous of justice interior hopefully something to lighten up your day in the midst of f
,"RT @ANI: In last 24 hours, no new case of #COVID19 reported in Delhi. 5 ppl have been discharged after treatment. Biggest challenge right n…",Itstanujmehra,"New Delhi, India", in last hours no new case of covid repoed in delhi ppl have been discharged after treatment biggest challenge right n
,"RT @achlendra: BigWin:

@Medanta discharges 11 of the 14 #Covid19 Italian patients being treated at #Gurugram. Dr. Sushila Kataria said We'…",RAUNIKs,, bigwin discharges of the covid italian patients being treated at gurugram dr sushila kataria said we
,"RT @AynRandPaulRyan: Turns out Trump's ""15 days to slow the spread"" order was about 2 days too short.

The CDC has found that #COVID19 surv…",Tom78173828,"Mandan, ND", turns out trump s days to slow the spread order was about days too sho the cdc has found that covid surv
,"RT @UCTClinic: Although stem cells cannot fight the #Coronavirus, they can strengthen the patient’s immune system and thus prevent the deve…",georgeconsultb1,, although stem cells cannot fight the coronavirus they can strengthen the patient s immune system and thus prevent the deve
,"RT @ANI: In last 24 hours, no new case of #COVID19 reported in Delhi. 5 ppl have been discharged after treatment. Biggest challenge right n…",NeerajY09895848,, in last hours no new case of covid repoed in delhi ppl have been discharged after treatment biggest challenge right n
,"RT @Oldnotee: I think we actually have a CHANCE to this corona virus in NIGERIA,please let's read this retweet and tag whomsoever we can th…",Massivve26,, i think we actually have a chance to this corona virus in nigeria please let s read this retweet and tag whomsoever we can th
,RT @State_SCA: We salute all the brave medical workers across South and Central Asia who are risking their lives to help the sick and keep…,JamilAnwarAb,Pakistan, sca we salute all the brave medical workers across south and central asia who are risking their lives to help the sick and keep
,"RT @Wyn1745: J Kenedy: You know what American People are thinking right  now Mr. President? 
Truth💥This Country was founded by Geniuses, bu…",gebafb,, j kenedy you know what american people are thinking right now mr president truth this country was founded by geniuses bu
,Which businesses are staying open? https://t.co/ozyHIPecnY via @BBCNews  #COVID19 #lockdown #coronavirusuk,jamescourt77,,which businesses are staying open via covid lockdown coronavirusuk
,"RT @morethanmySLE: In less than 30 sec's Trump proves why he is unfit to lead America through a major crisis. 

Joking about #COVID19 is DE…",IamKittyMcQueen,"Santa Rosa, CA", in less than sec s trump proves why he is unfit to lead america through a major crisis joking about covid is de
,"RT @ABSCBNNews: Lockdown curfew violators can be arrested, PNP reiterates https://t.co/6HoYUBc76r #COVID19 #LuzonLockdown",ZRSA,"Baguio City, Philippines", lockdown curfew violators can be arrested pnp reiterates covid luzonlockdown
,"We stand by Italy during these trying times. Share your Support for our Italian friends, They are our colleagues, f… https://t.co/YwMUWLDqYf",kidney_tom,"Victoria, Australia",we stand by italy during these trying times share your suppo for our italian friends they are our colleagues f
,"RT @globaltimesnews: Time set! Hubei and Wuhan to scrap travel restrictions on Wed and on April 8, respectively. It signals that China has…",ShahidAzmat,, time set hubei and wuhan to scrap travel restrictions on wed and on april respectively it signals that china has
,"RT @NCDCgov: 📢#COVID19Nigeria UPDATE

As the #COVID19 situation in Nigeria evolves, NCDC &amp; and government agencies are taking the necessary…",hector_johnson,Lagos , covid nigeria update as the covid situation in nigeria evolves ncdc and government agencies are taking the necessary
,"RT @raymondnaguit: Si @risahontiveros na lang nakakaproud sa Senado ngayon. 
- Rejected VIP testing and followed protocols
- Openly called…",ringoneil,"Taft Avenue, Manila, PH", si na lang nakakaproud sa senado ngayon rejected vip testing and followed protocols openly called
,"RT @NCDCgov: Four new cases of #COVID19 have been confirmed in Nigeria. 3 are in Lagos State and 1 in FCT

Two of these cases are returning…",BiolaLeye,Nigeria, four new cases of covid have been confirmed in nigeria are in lagos state and in fct two of these cases are returning
,"RT @BollyNumbers: Number of #Coronavirus samples tested till 10:00 AM  as per ICMR. 

18 - 12,351
19 - 13,316 (+965)
20 - 14,376 (+1060)
21…",FuckYou1891,, number of coronavirus samples tested till am as per icmr
,#covid19 Apollo chain of hospitals have released a self assessment test to assess the level of risk in exposure to… https://t.co/tJH7jVowKs,AKabelo,,covid apollo chain of hospitals have released a self assessment test to assess the level of risk in exposure to
,RT @RealNCIS: Stay alert of #COVID19 scams! Criminals are using malicious websites and apps for virus related scams. Report to #NCIS Tips:…,LisaTLMFT,"California, USA", stay ale of covid scams criminals are using malicious websites and apps for virus related scams repo to ncis tips
,RT @DarwinBondGraha: Nurses outside the Kaiser Oakland hospital are singing “we need PPE [personal protective equipment]” right now in prot…,IncanSusan,"Arizona, USA", nurses outside the kaiser oakland hospital are singing we need ppe personal protective equipment right now in prot
,"RT @subatomicdoc: Cancer Care in the Time of #COVID19
We can work to limit the spread of COVID-19 while providing humane, evidence-based ca…",laskeyj,"Glasgow, Scotland", cancer care in the time of covid we can work to limit the spread of covid while providing humane evidence based ca
,"RT @michaelmina_lab: FYI. This article headline is wrong. 

CDC is NOT saying #COVID19 virus survives &gt;17 days on surface. 

Just that the…",itsWanda,Quarantine City, lab fyi this aicle headline is wrong cdc is not saying covid virus survives days on surface just that the
