,geo,tweet,user_handle,location,cleaned_tweets
608,,"RT @AugieNash: I'm at Sam's Club

Older couple in 70's checking out

Cashier asks if they found everything they needed

Lady said no - need…",kimberly_raboin,MICHIGAN, i m at sam s club older couple in s checking out cashier asks if they found everything they needed lady said no need
609,,"RT @4ocean: With no recorded cases of COVID-19 in Haiti, 4ocean Haiti Crew is still cleaning the ocean and coastlines 7 days a week. This w…",osiris_styles,"Sunnyside, Denver", with no recorded cases of covid in haiti ocean haiti crew is still cleaning the ocean and coastlines days a week this w
610,,"RT @Ezhilan69360616: • @Suriya_offl Anna About #Corona #Covid19 

Let's all stay home and stay safe🙏
#IndiaFightsCorona

 https://t.co/qE4J…",_SukaBlyat__,, offl anna about corona covid let s all stay home and stay safe indiafightscorona
611,,RT @krgv: COVID-19 lung patterns show few clues for treating pneumonia https://t.co/zBVzHYdxh5 https://t.co/O54JwGeoGN,djjaramillo30,"San Antonio, TX", covid lung patterns show few clues for treating pneumonia
612,,"RT @SenatorDurbin: In this fight against coronavirus, we must listen to our nation’s scientists. My op-ed in the @Suntimes: https://t.co/EU…",phboshers,"Wichita, Kansas", in this fight against coronavirus we must listen to our nation s scientists my op ed in the
613,,Governor Mike Parson: MO Shelter in Place - COVID-19 - Sign the Petition! https://t.co/VAp6XnbRSD via @Change #COVID19 @realDonaldTrump,MaupinUp2NoGood,"Howard County, MO",governor mike parson mo shelter in place covid sign the petition via covid
614,,"RT @nycsouthpaw: The first Senator with a confirmed case of COVID-19 is Rand Paul, who delayed legislative response to the disease. https:/…",Jdevore74,"Denver, CO", the first senator with a confirmed case of covid is rand paul who delayed legislative response to the disease https
615,,RT @JuddLegum: SUNDAY: I reported @Kroger doesn't provide sick leave to many workers and will only pay workers that test positive for COVID…,4genlauf,, sunday i repoed doesn t provide sick leave to many workers and will only pay workers that test positive for covid
616,,"RT @cjwerleman: It’s not only COVID-19 that’s killing people. Other lethal viruses include, Hindu nationalism, white nationalism, Islamopho…",HooryaKHAN10,, it s not only covid that s killing people other lethal viruses include hindu nationalism white nationalism islamopho
617,,"RT @MayorofLondon: We all have a role to play to ensure we halt the spread of coronavirus, protect our NHS, save lives and ensure that nobo…",Liam241283,, we all have a role to play to ensure we halt the spread of coronavirus protect our nhs save lives and ensure that nobo
618,,RT @kasie: So many questions now about how the Senate can go forward without putting its members at risk of getting — or spreading — COVID-…,Gma49792551,"Columbia, IL", so many questions now about how the senate can go forward without putting its members at risk of getting or spreading covid
619,,"RT @engineers_feed: Confirmed Coronavirus COVID-19 Cases and Deaths by Country #COVID19 
Source: https://t.co/KBo2b0Vk1S https://t.co/xvtyk…",Ionelraduu,, feed confirmed coronavirus covid cases and deaths by country covid source
620,,"RT @seungminkim: During the Senate GOP lunch today, Moran told colleagues that Rand was at the gym this morning, per two sources briefed on…",cherfantom,portland maine, during the senate gop lunch today moran told colleagues that rand was at the gym this morning per two sources briefed on
621,,RT @JOlderma: We warned you.  Rikers health staff warned you.  And you did nothing.  Now the virus is spreading like wildfire.  @NYCMayor d…,JChomilo,"Minneapolis, MN", we warned you rikers health staff warned you and you did nothing now the virus is spreading like wildfire d
622,,"RT @CityofPoCo: Effective immediately, the City is closing all sport courts, sport fields &amp; skate parks to help stop the spread of the #COV…",ShortJana,, effective immediately the city is closing all spo cous spo fields skate parks to help stop the spread of the cov
623,,"RT @dustin_SFA: My wife and I pastor a church in Sheridan, Arkansas. We have struggled to have children, but today my wife is 13 weeks. We…",nessa_ky,"Accra, Ghana", sfa my wife and i pastor a church in sheridan arkansas we have struggled to have children but today my wife is weeks we
624,,"RT @seungminkim: During the Senate GOP lunch today, Moran told colleagues that Rand was at the gym this morning, per two sources briefed on…",jenhansen31,, during the senate gop lunch today moran told colleagues that rand was at the gym this morning per two sources briefed on
625,,RT @RandPaul: Senator Rand Paul has tested positive for COVID-19. He is feeling fine and is in quarantine. He is asymptomatic and was teste…,rimbaud_enfer,Ljubljana, senator rand paul has tested positive for covid he is feeling fine and is in quarantine he is asymptomatic and was teste
626,,"RT @wsly_dzr: Me waking up every morning with no covid-19 symptoms
 https://t.co/MOss5RdXof",trejonthomas,, dzr me waking up every morning with no covid symptoms
627,,Why is @Worldometers showing so many #COVID-19 cases today?,spiphywarfare,,why is showing so many covid cases today
628,,"RT @TomJChicago: The Covid-19 fight cannot be won unless Trump is removed:
-His lies poison his base to keep their guard down
-Pumping a ma…",beverlymaison,, the covid fight cannot be won unless trump is removed his lies poison his base to keep their guard down pumping a ma
629,,"RT @groth1945: 🆘 Well,Well are you surprised that the CHINESE COMMUNIST AMBASSADOR &amp; PROGRESSIVE  KILLARY are on same page,attacking @realD…",cristine_foster,"North West, England", well well are you surprised that the chinese communist ambassador progressive killary are on same page attacking
630,,"RT @TheDiplOmats_: South Africa now has 274 confirmed #Covid_19 cases.
#Covid_19SA 
#SocialDistance 
#BreakTheChain",Tali_Munzhedzi,"Pretoria, South Africa", south africa now has confirmed covid cases covid sa socialdistance breakthechain
631,,RT @PeterKash: Vybz Kartel in the studio trying to rhyme vagina with COVID-19. https://t.co/P1LkcL8l1P,Rholl_Bounce_,📍, vybz kael in the studio trying to rhyme vagina with covid
632,,Tennessee Department of Health reports 134 additional cases of Coronavirus in Tennessee #clarksville #clarksvilletn… https://t.co/NrXu1EQAOn,Clarksville_TN,"Clarksville, TN",tennessee depament of health repos additional cases of coronavirus in tennessee clarksville clarksvilletn
633,,"RT @dustin_SFA: My wife and I pastor a church in Sheridan, Arkansas. We have struggled to have children, but today my wife is 13 weeks. We…",carliealyssa,, sfa my wife and i pastor a church in sheridan arkansas we have struggled to have children but today my wife is weeks we
634,,RT @francesleach_: Cuban doctors arriving into Italy to support the fight against Covid-19. Throughout most pandemics of the 21st century C…,saidibonny,, cuban doctors arriving into italy to suppo the fight against covid throughout most pandemics of the st century c
635,,"RT @seungminkim: During the Senate GOP lunch today, Moran told colleagues that Rand was at the gym this morning, per two sources briefed on…",Tsiser45,, during the senate gop lunch today moran told colleagues that rand was at the gym this morning per two sources briefed on
636,,"RT @TeaPainUSA: FUN FACT: Trump was originally briefed on COVID-19 three months ago.

That's right.  THREE MONTHS AGO.",pattownshend1,Halesworth - worth visiting!, fun fact trump was originally briefed on covid three months ago that s right three months ago
637,,A glimpse from Morroco where people amidst COVID19 quarantine are remembering the Almighty in a single voice. Goes… https://t.co/8ccR4BfQB0,MazharMahmood89,Canada and the United States,a glimpse from morroco where people amidst covid quarantine are remembering the almighty in a single voice goes
638,,RT @nspector4: Can you imagine the shit-kicking Harper would be taking from #cdnmedia if he were fund-raising off a crisis like the Coronav…,velianaylor,, can you imagine the shit kicking harper would be taking from cdnmedia if he were fund raising off a crisis like the coronav
639,,"RT @SloopJontyB: During my time in the Submarine Service, I - along with many others - endured many weeks and months cooped up in a steel t…",TheClarksTale,"Seattle, Washington USA", during my time in the submarine service i along with many others endured many weeks and months cooped up in a steel t
640,,RT @EuropeElects: Germany: Head of government and European Council representative Angela Merkel (CDU-EPP) has been quarantined today after…,ZinfoInfo,#spx, germany head of government and european council representative angela merkel cdu epp has been quarantined today after
641,,"RT @swingleft: Senator Rand Paul voted against last week’s COVID-19 aid package. But unlike many American workers, he gets paid sick leave…",EASpenser,, senator rand paul voted against last week s covid aid package but unlike many american workers he gets paid sick leave
642,,RT @lambeth_council: Residents do not need to worry if you're unable to top up your pre-payment meters due to the #coronavirus outbreak.…,BrixtonAdvice,167 Railton Road, council residents do not need to worry if you re unable to top up your pre payment meters due to the coronavirus outbreak
643,,RT @seemasirohi: My take on why #China bears total responsibility for the spread of #Wuhan-China virus OPINION| Coronavirus is Indeed Wuhan…,kamalchawla,"London, England", my take on why china bears total responsibility for the spread of wuhan china virus opinion coronavirus is indeed wuhan
644,,"COVID-19: IGP tells zonal AIGs, CPs to enforce social restriction orders, shuts down Police Academy, others - The I… https://t.co/kKLcFEegns",ireportnews1,Lagos,covid igp tells zonal aigs cps to enforce social restriction orders shuts down police academy others the i
